Row ID,Order ID,product_id,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales,Quantity
6237,CA-2016-144400,32287,2/23/16,2/27/16,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,57.576,3
6238,US-2016-155180,43290,1/22/16,1/29/16,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10009,East,26.336,4
6239,CA-2015-134075,36433,12/12/15,12/16/15,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,166.5,3
6240,CA-2015-134075,15202,12/12/15,12/16/15,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,360.38,2
6241,US-2016-131912,3798,10/29/16,11/1/16,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,11.744,1
6242,CA-2017-141572,39874,5/28/17,5/31/17,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,247.44,8
6243,CA-2014-134621,31153,12/21/14,12/28/14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,18.24,2
6244,CA-2016-165561,23164,11/24/16,11/28/16,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,98006,West,25.35,3
6245,CA-2015-112305,50939,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,119.04,6
6246,CA-2015-112305,30612,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,22.14,3
6247,CA-2015-112305,19655,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,13.98,2
6248,CA-2017-121580,49720,5/29/17,6/4/17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,43.41,1
6249,CA-2017-121580,56192,5/29/17,6/4/17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,6.24,3
6250,CA-2017-121580,57376,5/29/17,6/4/17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,465.16,2
6251,CA-2017-121580,42718,5/29/17,6/4/17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,7.98,1
6252,CA-2014-101147,11036,12/2/14,12/4/14,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,2.394,1
6253,CA-2014-165806,51809,4/7/14,4/7/14,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,58.32,9
6254,CA-2014-165806,41380,4/7/14,4/7/14,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,200.97,3
6255,CA-2015-151624,13436,9/8/15,9/14/15,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Montgomery,Alabama,36116,South,21.36,8
6256,CA-2017-139444,1539,9/9/17,9/15/17,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Plano,Texas,75023,Central,9.856,4
6257,CA-2015-133977,9622,9/6/15,9/8/15,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Tamarac,Florida,33319,South,3.444,1
6258,CA-2017-141425,59644,11/2/17,11/6/17,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Columbus,Ohio,43229,East,384.592,2
6259,CA-2015-133536,48519,3/28/15,3/30/15,Second Class,JH-15820,John Huston,Consumer,United States,New York City,New York,10009,East,22.92,3
6260,CA-2015-150441,49687,8/13/15,8/17/15,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Richmond,Indiana,47374,Central,11.36,4
6261,CA-2015-162607,10258,5/12/15,5/18/15,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Seattle,Washington,98115,West,14.592,3
6262,CA-2017-103506,30675,7/23/17,7/27/17,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Long Beach,New York,11561,East,41.4,4
6263,CA-2016-132479,14646,9/24/16,9/26/16,First Class,MK-17905,Michael Kennedy,Corporate,United States,Rockford,Illinois,61107,Central,442.372,7
6264,CA-2017-160724,50164,5/5/17,5/10/17,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,34.5,3
6265,US-2016-115952,47228,10/6/16,10/6/16,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133,Central,28.85,5
6266,CA-2014-146731,48427,11/3/14,11/8/14,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,3.488,2
6267,CA-2014-146731,29266,11/3/14,11/8/14,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,143.856,9
6268,CA-2015-115392,43308,10/1/15,10/4/15,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,311.98,2
6269,CA-2015-115392,51934,10/1/15,10/4/15,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,22.45,5
6270,CA-2017-102379,3984,12/2/17,12/6/17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,39.992,1
6271,CA-2017-102379,36449,12/2/17,12/6/17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,1159.056,9
6272,CA-2017-102379,8084,12/2/17,12/6/17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,179.9,5
6273,CA-2017-149706,7231,12/11/17,12/12/17,First Class,AS-10285,Alejandro Savely,Corporate,United States,Palatine,Illinois,60067,Central,116.312,7
6274,US-2016-139087,22561,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,12.42,3
6275,US-2016-139087,53103,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,428.4,3
6276,US-2016-139087,46836,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,24.75,5
6277,US-2016-139087,18534,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,87.71,7
6278,US-2016-139087,9401,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,69.52,2
6279,US-2016-139087,34521,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,20.784,2
6280,US-2016-139087,59176,7/17/16,7/22/16,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,12.816,3
6281,CA-2017-152226,15662,5/12/17,5/16/17,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,45231,East,5.904,2
6282,CA-2015-116484,19336,11/20/15,11/26/15,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,63.824,2
6283,CA-2015-116484,51563,11/20/15,11/26/15,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,141.552,3
6284,CA-2016-100944,37732,9/24/16,9/28/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,304.9,5
6285,CA-2016-100944,12683,9/24/16,9/28/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,563.24,5
6286,CA-2016-125080,45410,10/21/16,10/26/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Lakewood,Ohio,44107,East,661.176,2
6287,CA-2016-121020,50784,10/24/16,10/31/16,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Lebanon,Tennessee,37087,South,239.976,3
6288,CA-2014-100090,42992,7/8/14,7/12/14,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,502.488,3
6289,CA-2014-100090,8973,7/8/14,7/12/14,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,196.704,6
6290,US-2015-139675,46484,3/13/15,3/18/15,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,915.136,4
6291,US-2015-139675,52055,3/13/15,3/18/15,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,327.76,8
6292,CA-2017-143756,7507,12/2/17,12/5/17,First Class,ME-17725,Max Engle,Consumer,United States,Salem,Virginia,24153,South,701.96,2
6293,CA-2015-151253,56604,4/22/15,4/26/15,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,88.776,3
6294,CA-2015-151253,27091,4/22/15,4/26/15,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,64.14,3
6295,CA-2014-141152,34070,9/16/14,9/19/14,First Class,RF-19345,Randy Ferguson,Corporate,United States,New York City,New York,10024,East,33.552,1
6296,CA-2014-141313,34563,12/28/14,1/1/15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,1737.18,6
6297,CA-2014-141313,27268,12/28/14,1/1/15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,704.25,5
6298,CA-2014-141313,24076,12/28/14,1/1/15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,141.76,4
6299,CA-2014-169852,34927,10/21/14,10/26/14,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Diego,California,92024,West,36.36,3
6300,CA-2017-107314,43359,11/30/17,12/3/17,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Francisco,California,94109,West,25.83,3
6301,US-2014-161305,10225,6/6/14,6/12/14,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,24.588,3
6302,US-2014-161305,30672,6/6/14,6/12/14,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,13.984,2
6303,CA-2017-166919,57214,11/23/17,11/27/17,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Dallas,Texas,75220,Central,195.96,5
6304,CA-2017-162712,53677,6/18/17,6/20/17,Second Class,NK-18490,Neil Knudson,Home Office,United States,Corpus Christi,Texas,78415,Central,74.352,3
6305,CA-2017-107552,54477,5/5/17,5/5/17,Same Day,AI-10855,Arianne Irving,Consumer,United States,New York City,New York,10035,East,6.68,1
6306,CA-2016-163328,42870,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,17.584,7
6307,CA-2016-163328,32305,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,104.784,1
6308,CA-2016-163328,46198,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,47.952,3
6309,CA-2016-163328,35001,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,650.352,3
6310,CA-2016-163328,6974,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,629.184,8
6311,CA-2016-163328,46252,11/4/16,11/6/16,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,15.176,1
6312,CA-2014-112837,7031,9/11/14,9/16/14,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Oxnard,California,93030,West,127.95,3
6313,CA-2017-120019,28271,2/16/17,2/21/17,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,579.51,3
6314,CA-2017-120019,16643,2/16/17,2/21/17,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,14.99,1
6315,CA-2014-100762,35643,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,151.92,4
6316,CA-2014-100762,23266,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,196.62,2
6317,CA-2014-100762,29642,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,144.12,3
6318,CA-2014-100762,46922,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,15.96,2
6319,CA-2017-161459,58061,11/25/17,11/29/17,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,39.96,5
6320,CA-2017-161459,32394,11/25/17,11/29/17,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,34.08,6
6321,CA-2017-160017,5963,9/28/17,10/2/17,Standard Class,SP-20860,Sung Pak,Corporate,United States,Jacksonville,Florida,32216,South,10.368,2
6322,CA-2014-123316,36712,10/13/14,10/17/14,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Mount Vernon,New York,10550,East,7.752,3
6323,CA-2014-141299,4893,6/3/14,6/7/14,Second Class,RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640,Central,15.28,2
6324,CA-2014-104402,13519,6/17/14,6/23/14,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Newark,Delaware,19711,East,65.97,3
6325,CA-2015-110289,7863,10/29/15,11/2/15,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,94109,West,33.4,5
6326,CA-2015-110289,7475,10/29/15,11/2/15,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,94109,West,210.84,4
6327,CA-2014-167927,18847,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,13.98,1
6328,CA-2014-167927,17780,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,272.94,3
6329,CA-2014-167927,16178,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,19.05,5
6330,CA-2014-167927,19535,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,247.716,4
6331,CA-2014-167927,34839,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,66.58,2
6332,CA-2014-167927,14476,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,43.92,3
6333,CA-2014-167927,38372,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,14.73,3
6334,CA-2014-167927,44523,1/20/14,1/26/14,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,29.7,5
6335,CA-2014-133305,4428,7/11/14,7/15/14,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,49.12,4
6336,CA-2014-133305,13860,7/11/14,7/15/14,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,18.28,5
6337,CA-2016-165995,38479,8/30/16,9/6/16,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,47.04,4
6338,CA-2016-165995,12556,8/30/16,9/6/16,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,339.96,5
6339,CA-2017-143112,34965,10/5/17,10/9/17,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,87.8,4
6340,CA-2017-143112,20115,10/5/17,10/9/17,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,221.382,2
6341,CA-2017-143112,4469,10/5/17,10/9/17,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,5199.96,4
6342,US-2017-105830,4738,12/31/16,1/2/17,First Class,DB-13660,Duane Benoit,Consumer,United States,Lancaster,Ohio,43130,East,156.512,4
6343,CA-2015-146255,47036,3/7/15,3/10/15,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,119.85,3
6344,CA-2015-146255,25716,3/7/15,3/10/15,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,30.44,2
6345,CA-2015-146255,33563,3/7/15,3/10/15,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,69.28,2
6346,CA-2015-146255,19791,3/7/15,3/10/15,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,587.97,3
6347,CA-2017-104822,26508,10/20/17,10/20/17,Same Day,RB-19465,Rick Bensley,Home Office,United States,New York City,New York,10024,East,24.55,5
6348,CA-2015-104486,38390,5/1/15,5/6/15,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,12.176,1
6349,CA-2015-104486,3489,5/1/15,5/6/15,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,37.32,3
6350,CA-2015-104486,53130,5/1/15,5/6/15,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,35.06,2
6351,CA-2017-161557,52474,9/3/17,9/8/17,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Dallas,Texas,75217,Central,108.4,5
6352,CA-2017-161130,32221,11/3/17,11/8/17,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Miami,Florida,33178,South,361.376,2
6353,US-2015-161347,49931,9/13/15,9/19/15,Standard Class,HG-14845,Harry Greene,Consumer,United States,Philadelphia,Pennsylvania,19120,East,2.412,1
6354,US-2015-109015,43085,9/6/15,9/12/15,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,10011,East,8.39,1
6355,US-2015-109015,28223,9/6/15,9/12/15,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,10011,East,337.98,2
6356,CA-2014-110611,48652,10/6/14,10/13/14,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Philadelphia,Pennsylvania,19120,East,83.92,5
6357,CA-2017-139080,28708,1/23/17,1/28/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,19.68,5
6358,CA-2017-139080,18217,1/23/17,1/28/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,25.92,4
6359,CA-2017-139080,50447,1/23/17,1/28/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,6.48,1
6360,CA-2017-139080,40160,1/23/17,1/28/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,86.352,6
6361,CA-2015-115693,7950,12/10/15,12/15/15,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,90032,West,56.3,2
6362,US-2014-107993,28085,11/25/14,11/30/14,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Springfield,Oregon,97477,West,51.016,7
6363,CA-2017-110443,28608,11/21/17,11/25/17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,150.8,5
6364,CA-2017-110443,49589,11/21/17,11/25/17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,1039.992,1
6365,CA-2017-110443,29075,11/21/17,11/25/17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,51.84,8
6366,CA-2017-144848,5752,4/4/17,4/5/17,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,41.22,1
6367,CA-2017-144848,6247,4/4/17,4/5/17,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,240.37,1
6368,CA-2017-144848,48438,4/4/17,4/5/17,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,119.02,2
6369,US-2017-147998,23558,5/19/17,5/24/17,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,95123,West,133.12,5
6370,CA-2016-103919,59467,10/3/16,10/7/16,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051,Central,38.08,5
6371,CA-2016-113425,3337,11/21/16,11/21/16,Same Day,JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009,East,113.568,2
6372,CA-2017-143035,12451,10/3/17,10/5/17,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,83.92,4
6373,CA-2017-143035,20010,10/3/17,10/5/17,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,6.63,3
6374,CA-2017-143035,7309,10/3/17,10/5/17,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,371.97,3
6375,CA-2014-107811,25068,4/29/14,5/3/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,561.584,2
6376,CA-2014-107811,20791,4/29/14,5/3/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,99.92,5
6377,CA-2016-163216,18046,10/7/16,10/10/16,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143,East,4.928,2
6378,US-2016-116442,57816,12/15/16,12/22/16,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,14.76,2
6379,CA-2017-150623,44237,4/10/17,4/14/17,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,99.99,1
6380,CA-2017-150623,27809,4/10/17,4/14/17,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,286.15,5
6381,US-2014-163797,30883,4/8/14,4/13/14,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224,West,49.792,8
6382,CA-2016-127236,18892,3/29/16,4/2/16,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503,East,299.975,5
6383,CA-2016-127236,12503,3/29/16,4/2/16,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503,East,158.376,4
6384,US-2017-104661,53719,1/15/17,1/18/17,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,32.784,4
6385,US-2017-104661,29147,1/15/17,1/18/17,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,47.984,2
6386,US-2017-104661,47570,1/15/17,1/18/17,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,62.592,8
6387,US-2017-104661,4596,1/15/17,1/18/17,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,4.276,1
6388,CA-2014-134103,13370,1/30/14,2/4/14,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,10.56,2
6389,CA-2014-134103,23264,1/30/14,2/4/14,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,229.94,2
6390,CA-2015-147529,17288,2/7/15,2/11/15,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,311.15,5
6391,CA-2015-147529,47607,2/7/15,2/11/15,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,12.96,2
6392,CA-2016-129126,25036,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,14.62,2
6393,CA-2016-129126,53328,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,5.76,2
6394,CA-2016-129126,24755,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,21.48,6
6395,CA-2016-129126,8279,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,396.92,4
6396,CA-2016-129126,22122,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,17.15,1
6397,CA-2016-129126,48858,12/14/16,12/19/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,23.12,2
6398,CA-2017-131632,56007,10/31/17,11/4/17,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central,5.248,2
6399,CA-2017-151981,14584,8/6/17,8/12/17,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,824.95,5
6400,CA-2017-151981,37899,8/6/17,8/12/17,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,24.64,8
6401,CA-2017-151981,55862,8/6/17,8/12/17,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,227.88,6
6402,CA-2017-125472,8207,5/30/17,5/31/17,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,241.96,2
6403,CA-2017-125472,6831,5/30/17,5/31/17,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,3.89,1
6404,CA-2017-125472,35133,5/30/17,5/31/17,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,8.01,3
6405,CA-2015-156328,14134,11/30/15,12/5/15,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604,South,177.48,3
6406,CA-2017-154074,14339,8/31/17,9/2/17,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,569.568,2
6407,CA-2017-154074,57081,8/31/17,9/2/17,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,149.73,7
6408,CA-2017-161774,54151,5/14/17,5/15/17,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,899.43,5
6409,CA-2017-161774,10398,5/14/17,5/15/17,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,46.2,5
6410,CA-2017-161774,58395,5/14/17,5/15/17,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,47.952,3
6411,CA-2017-161774,19173,5/14/17,5/15/17,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,7.992,1
6412,CA-2017-161774,54160,5/14/17,5/15/17,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,76.864,2
6413,CA-2017-151211,54717,8/17/17,8/23/17,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,102.93,3
6414,CA-2017-151211,10577,8/17/17,8/23/17,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,98.16,6
6415,CA-2017-142671,57714,11/10/17,11/14/17,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,11.52,5
6416,CA-2017-144750,50297,8/21/17,8/21/17,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224,West,83.88,1
6417,CA-2016-111976,3201,3/8/16,3/12/16,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,108.576,4
6418,CA-2016-111976,5396,3/8/16,3/12/16,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,5.984,2
6419,CA-2016-140130,23815,10/31/16,11/5/16,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,21.96,2
